185335,000000	-6,183982	-3,017485	-6,742775	-11,995435	-6,072223	-4,917383	-7,599592	-10,654330	0,000000	0,000000	1735316388,492141	0,000000
185336,000000	-5,811453	-2,719462	-6,183982	-11,883676	-6,183982	-4,693866	-7,376075	-10,728836	0,000000	0,000000	1735316388,494141	0,000000
185337,000000	-6,332994	-2,272427	-6,072223	-11,250377	-6,183982	-4,731119	-7,450581	-10,542572	0,000000	0,000000	1735316388,496141	0,000000
185338,000000	-6,519258	-3,613532	-5,885959	-10,654330	-4,954636	-5,066395	-7,189810	-10,170043	0,000000	0,000000	1735316388,498141	0,000000
185339,000000	-5,513430	-4,097819	-4,991889	-9,946525	-3,576279	-3,725290	-7,040799	-9,313226	0,000000	0,000000	1735316388,500141	0,000000
185340,000000	-4,954636	-4,395843	-4,433095	-9,760261	-2,793968	-2,793968	-5,587935	-8,344650	0,000000	0,000000	1735316388,502141	0,000000
185341,000000	-5,662441	-6,407499	-6,258488	-13,150275	-2,011657	-2,756715	-4,433095	-11,026859	0,000000	0,000000	1735316388,504141	0,000000
185342,000000	-20,936131	-30,100346	-35,315752	-48,354268	-5,327165	-11,548400	-2,793968	-39,637089	0,000000	0,000000	1735316388,506141	0,000000
185343,000000	-71,823597	-94,883144	-118,240714	-137,723982	-26,971102	-49,360096	-16,614795	-110,305846	0,000000	0,000000	1735316388,508141	0,000000
185344,000000	-121,630728	-153,966248	-193,901360	-212,453306	-55,469573	-90,040267	-40,531158	-167,787075	0,000000	0,000000	1735316388,509141	0,000000
185345,000000	-115,633011	-146,664679	-184,141099	-202,395022	-51,781535	-86,463988	-39,450824	-162,273645	0,000000	0,000000	1735316388,511141	0,000000
185346,000000	-59,790909	-79,758465	-99,726021	-118,166208	-20,861626	-41,648746	-13,783574	-92,536211	0,000000	0,000000	1735316388,513141	0,000000
185347,000000	-15,608966	-22,463500	-25,518239	-36,135316	-3,166497	-8,791685	-3,725290	-28,759241	0,000000	0,000000	1735316388,515141	0,000000
