26194,000000	-6,705523	-4,842877	-6,407499	-10,989606	-5,364418	-5,178154	-7,264316	-10,617077	0,000000	0,000000	1735316077,678141	0,000000
26195,000000	-6,593764	-4,619360	-5,960464	-10,728836	-5,625188	-5,215406	-7,487833	-10,542572	0,000000	0,000000	1735316077,680141	0,000000
26196,000000	-6,556511	-3,576279	-5,848706	-11,734664	-6,742775	-4,954636	-7,860363	-10,542572	0,000000	0,000000	1735316077,682141	0,000000
26197,000000	-6,221235	-2,905726	-6,295741	-11,958182	-5,960464	-4,842877	-7,525086	-8,642673	0,000000	0,000000	1735316077,684141	0,000000
26198,000000	-6,742775	-2,495944	-6,444752	-12,218952	-6,444752	-4,842877	-7,227063	-9,611249	0,000000	0,000000	1735316077,686141	0,000000
26199,000000	-6,295741	-2,644956	-6,072223	-11,846423	-6,705523	-5,289912	-7,152557	-10,579824	0,000000	0,000000	1735316077,688141	0,000000
26200,000000	-5,960464	-2,458692	-6,109476	-11,846423	-6,854534	-5,327165	-7,525086	-10,170043	0,000000	0,000000	1735316077,690141	0,000000
26201,000000	-6,258488	-2,905726	-6,332994	-11,734664	-6,332994	-5,252659	-8,009374	-10,468066	0,000000	0,000000	1735316077,692141	0,000000
26202,000000	-6,705523	-2,607703	-6,258488	-11,846423	-6,444752	-5,364418	-7,897615	-10,505319	0,000000	0,000000	1735316077,693141	0,000000
26203,000000	-6,444752	-2,309680	-6,072223	-11,250377	-6,891787	-4,954636	-7,674098	-10,728836	0,000000	0,000000	1735316077,695141	0,000000
26204,000000	-6,109476	-2,533197	-6,742775	-11,362135	-6,183982	-4,991889	-7,525086	-10,319054	0,000000	0,000000	1735316077,697141	0,000000
26205,000000	-6,183982	-2,607703	-6,146729	-11,995435	-5,997717	-5,103648	-7,525086	-10,356307	0,000000	0,000000	1735316077,699141	0,000000
26206,000000	-6,817281	-2,793968	-5,662441	-12,181699	-6,780028	-5,476177	-7,301569	-10,542572	0,000000	0,000000	1735316077,701141	0,000000
26207,000000	-6,780028	-3,091991	-6,780028	-12,405217	-6,556511	-5,215406	-7,338822	-10,430813	0,000000	0,000000	1735316077,703141	0,000000
26208,000000	-6,631017	-3,091991	-6,966293	-12,330711	-6,966293	-6,146729	-7,301569	-10,915101	0,000000	0,000000	1735316077,705141	0,000000
